Ticker,Quandl_Code,Name,Exchange,Last Trade Date
ALTY,EOD/ALTY,Global X SuperDividend Alternatives ETF,NASDAQ,2019-07-30
ALV,EOD/ALV,Autoliv Inc.,NYSE,2019-07-30
ALX,EOD/ALX,Alexander's Inc.,NYSE,2019-07-30
ALXN,EOD/ALXN,Alexion Pharmaceuticals Inc.,NASDAQ,2019-07-30
ALYA,EOD/EDGW,Alithya Group inc.,NASDAQ,2019-07-30
AM,EOD/AMGP,Antero Midstream Corporation,NYSE,2019-07-30
AMAG,EOD/AMAG,AMAG Pharmaceuticals Inc.,NASDAQ,2019-07-30
AMAL,EOD/AMAL,Amalgamated Bank,NASDAQ,2019-07-30
AMAT,EOD/AMAT,Applied Materials Inc.,NASDAQ,2019-07-30
AMBA,EOD/AMBA,Ambarella Inc.,NASDAQ,2019-07-30
AMBC,EOD/AMBC,Ambac Financial Group Inc.,NASDAQ,2019-07-30
AMBCW,EOD/AMBCW,Ambac Financial Group Inc. Warrants,NASDAQ,2019-07-30
AMBO,EOD/AMBO,Ambow Education Holding Ltd. American Depository Shares each representing two Class A,NYSE MKT,2019-07-30
AMBR,EOD/AMBR,Amber Road Inc.,NYSE,2019-07-01
AMC,EOD/AMC,AMC Entertainment Holdings Inc. Class A,NYSE,2019-07-30
AMCA,EOD/AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,NASDAQ,2019-07-30
AMCI,EOD/AMCI,AMCI Acquisition Corp.,NASDAQ,2019-07-30
AMCIU,EOD/AMCIU,AMCI Acquisition Corp. Unit,NASDAQ,2019-07-30
AMCIW,EOD/AMCIW,AMCI Acquisition Corp. Warrant,NASDAQ,2019-07-29
AMCR,EOD/BMS,Amcor plc,NYSE,2019-07-30
AMCX,EOD/AMCX,AMC Networks Inc.,NASDAQ,2019-07-30
AMD,EOD/AMD,Advanced Micro Devices Inc.,NYSE,2019-07-30
AME,EOD/AME,AMETEK Inc.,NYSE,2019-07-30
AMED,EOD/AMED,Amedisys Inc,NASDAQ,2019-07-30
AMEH,EOD/AMEH,Apollo Medical Holdings Inc.,NASDAQ,2019-07-30
AMG,EOD/AMG,Affiliated Managers Group Inc.,NYSE,2019-07-30
AMGN,EOD/AMGN,Amgen Inc.,NASDAQ,2019-07-30
AMH,EOD/AMH,American Homes 4 Rent of Beneficial Interest,NYSE,2019-07-30
AMH.P.D,EOD/AMH_P_D,American Homes 4 Rent 6.5% Series D Cumulative Perpetual Preferred Shares of Beneficial Interest,NYSE,2019-07-30
AMH.P.E,EOD/AMH_P_E,American Homes 4 Rent 6.35% Series E Cumulative Redeemable Perpetual Preferred Shares of Beneficial Interest,NYSE,2019-07-30
AMH.P.F,EOD/AMH_P_F,American Homes 4 Rent 5.875% Series F Cumulative Redeemable Perpetual Preferred Shares,NYSE,2019-07-30
AMH.P.G,EOD/AMH_P_G,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,NYSE,2019-07-30
AMH.P.H,EOD/AMH_P_H,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,NYSE,2019-07-30
AMID,EOD/AMID,American Midstream Partners LP representing Limited Partner Interests,NYSE,2019-07-22
AMJ,EOD/AMJ,JPMorgan Chase Capital XVI JP Morgan Alerian MLP ETN,NYSE Arca,2019-07-30
AMJL,EOD/AMJL,Credit Suisse X-Links Monthly Pay 2xLeveraged Alerian MLP Index Exchange Traded Notes due May 16 2036,NYSE Arca,2019-07-30
AMK,EOD/AMK,Assetmark Financial Holdings Inc - Ordinary Shares,NYSE,2019-07-30
AMKR,EOD/AMKR,Amkor Technology Inc.,NASDAQ,2019-07-30
AMLP,EOD/AMLP,Alerian MLP,NYSE Arca,2019-07-30
AMN,EOD/AMN,AMN Healthcare Services Inc,NYSE,2019-07-30
AMNB,EOD/AMNB,American National Bankshares Inc.,NASDAQ,2019-07-30
AMOM,EOD/AMOM,QRAFT AI-Enhanced U.S. Large Cap Momentum,NYSE Arca,2019-07-30
AMOT,EOD/AMOT,Allied Motion Technologies Inc.,NASDAQ,2019-07-30
AMOV,EOD/AMOV,America Movil S.A.B. de C.V. Class An Depositary Shares,NASDAQ,2019-07-30
AMP,EOD/AMP,Ameriprise Financial Inc.,NYSE,2019-07-30
AMPE,EOD/AMPE,Ampio Pharmaceuticals Inc.,NYSE MKT,2019-07-30
AMPH,EOD/AMPH,Amphastar Pharmaceuticals Inc.,NASDAQ,2019-07-30
AMR,EOD/AMR,Alta Mesa Resources Inc.,NASDAQ,2019-07-30
AMRB,EOD/AMRB,American River Bankshares,NASDAQ,2019-07-30
AMRC,EOD/AMRC,Ameresco Inc. Class A,NYSE,2019-07-30
AMRH,EOD/AMRH,Ameri Holdings Inc.,NASDAQ,2019-07-30
AMRHW,EOD/AMRHW,Ameri Holdings Inc. Warrant,NASDAQ,2019-07-30
AMRK,EOD/AMRK,A-Mark Precious Metals Inc.,NASDAQ,2019-07-30
AMRN,EOD/AMRN,Amarin Corporation plc,NASDAQ,2019-07-30
AMRS,EOD/AMRS,Amyris Inc.,NASDAQ,2019-07-30
AMRWW,EOD/AMRWW,Alta Mesa Resources Inc. Warrant,NASDAQ,2019-07-30
AMRX,EOD/AMRX,Amneal Pharmaceuticals Inc. Class A,NASDAQ,2019-07-30
AMS,EOD/AMS,American Shared Hospital Services,NYSE MKT,2019-07-30
AMSC,EOD/AMSC,American Superconductor Corporation,NASDAQ,2019-07-30
AMSF,EOD/AMSF,AMERISAFE Inc.,NASDAQ,2019-07-30
AMSWA,EOD/AMSWA,American Software Inc. Class A Common Stock,NASDAQ,2019-07-30
AMT,EOD/AMT,American Tower Corporation (REIT),NYSE,2019-07-30
AMTB,EOD/AMTB,Amerant Bancorp Inc.,NASDAQ,2019-07-30
AMTBB,EOD/AMTBB,Amerant Bancorp Inc. Class B Common Stock,NASDAQ,2019-07-30
AMTD,EOD/AMTD,TD Ameritrade Holding Corporation,NYSE,2019-07-30
AMTX,EOD/AMTX,Aemetis Inc,NASDAQ,2019-07-30
AMU,EOD/AMU,ETRACS Alerian MLP Index ETN,NYSE Arca,2019-07-30
AMUB,EOD/AMUB,ETRACS Alerian MLP Index ETN Series B due July 18 2042,NYSE Arca,2019-07-29
AMWD,EOD/AMWD,American Woodmark Corporation,NASDAQ,2019-07-30
AMX,EOD/AMX,America Movil S.A.B. de C.V.n Depository Receipt Series L,NYSE,2019-07-30
AMZA,EOD/AMZA,InfraCap MLP,NYSE Arca,2019-07-30
AMZN,EOD/AMZN,Amazon.com Inc.,NASDAQ,2019-07-30
AN,EOD/AN,AutoNation Inc.,NYSE,2019-07-30
ANAB,EOD/ANAB,AnaptysBio Inc.,NASDAQ,2019-07-30
ANAT,EOD/ANAT,American National Insurance Company,NASDAQ,2019-07-30
ANCN,EOD/ANCN,Anchiano Therapeutics Ltd.,NASDAQ,2019-07-30
ANDA,EOD/ANDA,Andina Acquisition Corp. III,NASDAQ,2019-07-30
ANDAR,EOD/ANDAR,Andina Acquisition Corp. III Right,NASDAQ,2019-07-30
ANDAU,EOD/ANDAU,Andina Acquisition Corp. III Unit,NASDAQ,2019-07-26
ANDAW,EOD/ANDAW,Andina Acquisition Corp. III Warrant,NASDAQ,2019-07-30
ANDE,EOD/ANDE,The Andersons Inc.,NASDAQ,2019-07-30
ANDX,EOD/ANDX,Andeavor Logistics LP representing Limited Partner Interests,NYSE,2019-07-29
ANET,EOD/ANET,Arista Networks Inc.,NYSE,2019-07-30
ANF,EOD/ANF,Abercrombie & Fitch Company,NYSE,2019-07-30
ANFI,EOD/ANFI,Amira Nature Foods Ltd,NYSE,2019-07-30
ANGI,EOD/ANGI,ANGI Homeservices Inc.,NASDAQ,2019-07-30
ANGL,EOD/ANGL,VanEck Vectors Fallen Angel High Yield Bond,NYSE Arca,2019-07-30
ANGO,EOD/ANGO,AngioDynamics Inc.,NASDAQ,2019-07-30
ANH,EOD/ANH,Anworth Mortgage Asset Corporation,NYSE,2019-07-30
ANH.P.A,EOD/ANH_P_A,Anworth Mortgage Asset Corporation Series A Preferred Stock,NYSE,2019-07-30
ANH.P.B,EOD/ANH_P_B,Anworth Mortgage Asset Corporation Preferred Stock Series B 6.25%,NYSE,2019-07-30
ANH.P.C,EOD/ANH_P_C,Anworth Mortgage Asset Corporation 7.625% Series C Cumulative Redeemable Preferred Stock,NYSE,2019-07-30
ANIK,EOD/ANIK,Anika Therapeutics Inc.,NASDAQ,2019-07-30
ANIP,EOD/ANIP,ANI Pharmaceuticals Inc.,NASDAQ,2019-07-30
ANIX,EOD/ITUS,Anixa Biosciences Inc.,NASDAQ,2019-07-30
ANSS,EOD/ANSS,ANSYS Inc.,NASDAQ,2019-07-30
ANTE,EOD/AMCN,AirNet Technology Inc.,NASDAQ,2019-07-30
ANTM,EOD/ANTM,Anthem Inc.,NYSE,2019-07-30
ANY,EOD/ANY,Sphere 3D Corp.,NASDAQ,2019-07-30
AOA,EOD/AOA,iShares Core Aggressive Allocation,NYSE Arca,2019-07-30
AOBC,EOD/AOBC,American Outdoor Brands Corporation,NASDAQ,2019-07-30
AOD,EOD/AOD,Aberdeen Total Dynamic Dividend Fund,NYSE,2019-07-30
AOIL,EOD/BEF,Aberdeen Standard Bloomberg WTI Crude Oil Strategy K-1 Free,NYSE Arca,2019-07-30
AOK,EOD/AOK,iShares Core Conservative Allocation,NYSE Arca,2019-07-30
AOM,EOD/AOM,iShares Core Moderate Allocation,NYSE Arca,2019-07-30
AON,EOD/AON,Aon plc Class A (UK),NYSE,2019-07-30
AOR,EOD/AOR,iShares Core Growth Allocation,NYSE Arca,2019-07-30
AOS,EOD/AOS,A.O. Smith Corporation,NYSE,2019-07-30
AOSL,EOD/AOSL,Alpha and Omega Semiconductor Limited,NASDAQ,2019-07-30
AP,EOD/AP,Ampco-Pittsburgh Corporation,NYSE,2019-07-30
APA,EOD/APA,Apache Corporation,NYSE,2019-07-30
APAM,EOD/APAM,Artisan Partners Asset Management Inc. Class A,NYSE,2019-07-30
APC,EOD/APC,Anadarko Petroleum Corporation,NYSE,2019-07-30
APD,EOD/APD,Air Products and Chemicals Inc.,NYSE,2019-07-30
APDN,EOD/APDN,Applied DNA Sciences Inc,NASDAQ,2019-07-30
APDNW,EOD/APDNW,Applied DNA Sciences Inc Warrant,NASDAQ,2019-07-30
APEI,EOD/APEI,American Public Education Inc.,NASDAQ,2019-07-30
APEN,EOD/APEN,Apollo Endosurgery Inc.,NASDAQ,2019-07-30
APEX,EOD/CHKE,Apex Global Brands Inc.,NASDAQ,2019-07-30
APH,EOD/APH,Amphenol Corporation,NYSE,2019-07-30
APHA,EOD/APHA,Aphria Inc.,NYSE,2019-07-30
APLE,EOD/APLE,Apple Hospitality REIT Inc.,NYSE,2019-07-30
APLS,EOD/APLS,Apellis Pharmaceuticals Inc.,NASDAQ,2019-07-30
APLT,EOD/APLT,Applied Therapeutics Inc.,NASDAQ,2019-07-30
APM,EOD/APM,Aptorum Group Limited,NASDAQ,2019-07-30
APO,EOD/APO,Apollo Global Management LLC Class A Representing Class A Limitied Liability Company Interests,NYSE,2019-07-30
APO.P.A,EOD/APO_P_A,Apollo Global Management LLC 6.375% Series A Preferred Shares,NYSE,2019-07-30
APO.P.B,EOD/APO_P_B,Apollo Global Management LLC 6.375% Series B Preferred Shares,NYSE,2019-07-30
APOG,EOD/APOG,Apogee Enterprises Inc.,NASDAQ,2019-07-30
APOP,EOD/APOP,Cellect Biotechnology Ltd.,NASDAQ,2019-07-30
APOPW,EOD/APOPW,Cellect Biotechnology Ltd. Warrants to Purchase ADR (1 WT and $7.50 to purchase 1 ADS),NASDAQ,2019-07-29
APPF,EOD/APPF,AppFolio Inc.,NASDAQ,2019-07-30
APPN,EOD/APPN,Appian Corporation,NASDAQ,2019-07-30
APPS,EOD/APPS,Digital Turbine Inc.,NASDAQ,2019-07-30
APRN,EOD/APRN,Blue Apron Holdings Inc. Class A,NYSE,2019-07-30
APT,EOD/APT,Alpha Pro Tech Ltd.,NYSE MKT,2019-07-30
APTO,EOD/APTO,Aptose Biosciences Inc.,NASDAQ,2019-07-30
APTS,EOD/APTS,Preferred Apartment Communities Inc.,NYSE MKT,2019-07-30
APTV,EOD/APTV,Aptiv PLC,NYSE,2019-07-30
APTX,EOD/APTX,Aptinyx Inc.,NASDAQ,2019-07-30
APU,EOD/APU,AmeriGas Partners L.P.,NYSE,2019-07-30
APVO,EOD/APVO,Aptevo Therapeutics Inc.,NASDAQ,2019-07-30
APWC,EOD/APWC,Asia Pacific Wire & Cable Corporation Limited,NASDAQ,2019-07-30
APY,EOD/APY,Apergy Corporation,NYSE,2019-07-30
APYX,EOD/BVX,Apyx Medical Corporation,NYSE MKT,2019-07-30
AQ,EOD/AQ,Aquantia Corp.,NYSE MKT,2019-07-30
AQB,EOD/AQB,AquaBounty Technologies Inc.,NASDAQ,2019-07-30
AQMS,EOD/AQMS,Aqua Metals Inc.,NASDAQ,2019-07-30
AQN,EOD/AQN,Algonquin Power & Utilities Corp.,NYSE,2019-07-30
AQNA,EOD/AQNA,Algonquin Power & Utilities Corp. 6.875% Fixed-to-Floating Rate Subordinated Notes Series 2018-A due October 17 2078,NYSE,2019-07-30
AQNB,EOD/AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079,NYSE,2019-07-30
AQST,EOD/AQST,Aquestive Therapeutics Inc.,NASDAQ,2019-07-30
AQUA,EOD/AQUA,Evoqua Water Technologies Corp.,NYSE,2019-07-30
AQXP,EOD/AQXP,Aquinox Pharmaceuticals Inc.,NASDAQ,2019-07-30
AR,EOD/AR,Antero Resources Corporation,NYSE,2019-07-30
ARA,EOD/ARA,American Renal Associates Holdings Inc,NYSE,2019-07-30
ARAV,EOD/VSAR,Aravive Inc.,NASDAQ,2019-07-30
ARAY,EOD/ARAY,Accuray Incorporated,NASDAQ,2019-07-30
ARC,EOD/ARC,ARC Document Solutions Inc.,NYSE,2019-07-30
ARCB,EOD/ARCB,ArcBest Corporation,NASDAQ,2019-07-30
ARCC,EOD/ARCC,Ares Capital Corporation,NASDAQ,2019-07-30
ARCE,EOD/ARCE,Arco Platform Limited,NASDAQ,2019-07-30
ARCH,EOD/ARCH,Arch Coal Inc. Class A,NYSE,2019-07-30
ARCI,EOD/ARCI,Appliance Recycling Centers of America Inc.,NASDAQ,2019-07-30
ARCO,EOD/ARCO,Arcos Dorados Holdings Inc. Class A Shares,NYSE,2019-07-30
ARCT,EOD/ARCT,Arcturus Therapeutics Holdings Inc.,NASDAQ,2019-07-30
ARCW,EOD/ARCW,ARC Group Worldwide Inc.,NASDAQ,2019-07-19
ARD,EOD/ARD,Ardagh Group S.A.,NYSE,2019-07-30
ARDC,EOD/ARDC,Ares Dynamic Credit Allocation Fund Inc.,NYSE,2019-07-30
ARDS,EOD/ARDS,Aridis Pharmaceuticals Inc.,NASDAQ,2019-07-30
ARDX,EOD/ARDX,Ardelyx Inc.,NASDAQ,2019-07-30
ARE,EOD/ARE,Alexandria Real Estate Equities Inc.,NYSE,2019-07-30
ARE.P.D,EOD/ARE_P_D,Alexandria Real Estate Equities Inc. 7.00% Series D Cumulative Convertible Preferred Stock,NYSE,2019-07-30
AREC,EOD/AREC,American Resources Corporation,NASDAQ,2019-07-30
ARES,EOD/ARES,Ares Management Corporation Class A,NYSE,2019-07-30
ARES.P.A,EOD/ARES_P_A,Ares Management Corporation 7.00% Series A Preferred Stock,NYSE,2019-07-30
AREX,EOD/AREX,Approach Resources Inc.,NASDAQ,2019-07-30
ARGD,EOD/ARGD,Argo Group International Holdings Ltd. 6.5% Senior Notes Due 2042,NYSE,2019-07-30
ARGO,EOD/ARGO,Argo Group International Holdings Ltd.,NASDAQ,2019-07-30
ARGT,EOD/ARGT,Global X MSCI Argentina,NYSE Arca,2019-07-30
ARGX,EOD/ARGX,argenx SE,NASDAQ,2019-07-30
ARI,EOD/ARI,Apollo Commercial Real Estate Finance Inc,NYSE,2019-07-30
ARI.P.C.CL,EOD/ARI_P_C_CL,Apollo Commercial Real Estate Finance 8.00% Series C Cum Redeemable Perpetual Pfd Stk,NYSE,2019-06-07
ARKF,EOD/ARKF,ARK Fintech Innovation,NYSE Arca,2019-07-30
ARKG,EOD/ARKG,ARK Genomic Revolution,NYSE Arca,2019-07-30
ARKK,EOD/ARKK,ARK Innovation,NYSE Arca,2019-07-30
ARKQ,EOD/ARKQ,ARK Industrial Innovation,NYSE Arca,2019-07-30
ARKR,EOD/ARKR,Ark Restaurants Corp.,NASDAQ,2019-07-30
ARKW,EOD/ARKW,ARK Web x.0,NYSE Arca,2019-07-30
ARL,EOD/ARL,American Realty Investors Inc.,NYSE,2019-07-30
ARLO,EOD/ARLO,Arlo Technologies Inc.,NYSE,2019-07-30
ARLP,EOD/ARLP,Alliance Resource Partners L.P.,NASDAQ,2019-07-30
ARMK,EOD/ARMK,Aramark,NYSE,2019-07-30
ARMP,EOD/APHB,Armata Pharmaceuticals Inc.,NYSE MKT,2019-07-30
ARNA,EOD/ARNA,Arena Pharmaceuticals Inc.,NASDAQ,2019-07-30
ARNC,EOD/ARNC,Arconic Inc.,NYSE,2019-07-30
ARNC.P,EOD/ARNC_P,Arconic Inc. $3.75 Preferred Stock,NYSE MKT,2019-07-30
AROC,EOD/AROC,Archrock Inc.,NYSE,2019-07-30
AROW,EOD/AROW,Arrow Financial Corporation,NASDAQ,2019-07-30
ARPO,EOD/ARPO,Aerpio Pharmaceuticals Inc.,NASDAQ,2019-07-30
ARQL,EOD/ARQL,ArQule Inc.,NASDAQ,2019-07-30
ARR,EOD/ARR,ARMOUR Residential REIT Inc.,NYSE,2019-07-30
ARR.P.A,EOD/ARR_P_A,Armour Residential REIT INC Preferred Series A,NYSE,2019-06-21
ARR.P.A.CL,EOD/ARR_P_A_CL,Armour Residential REIT INC Preferred Series A,NYSE,2019-07-25
ARR.P.B,EOD/ARR_P_B,ARMOUR Residential REIT Inc. Preferred Series B,NYSE,2019-07-30
ARRY,EOD/ARRY,Array BioPharma Inc.,NASDAQ,2019-07-30
ARTL,EOD/ARTL,Artelo Biosciences Inc.,NASDAQ,2019-07-30
ARTL.,EOD/ARTL,Artelo Biosciences Inc.,NASDAQ,2019-06-21
ARTLW,EOD/ARTLW,Artelo Biosciences Inc. Warrant,NASDAQ,2019-07-29
ARTNA,EOD/ARTNA,Artesian Resources Corporation Class A Non-Voting Common Stock,NASDAQ,2019-07-30
ARTW,EOD/ARTW,Art's-Way Manufacturing Co. Inc.,NASDAQ,2019-07-30
ARTX,EOD/ARTX,Arotech Corporation,NASDAQ,2019-07-30
ARVN,EOD/ARVN,Arvinas Inc.,NASDAQ,2019-07-30
ARW,EOD/ARW,Arrow Electronics Inc.,NYSE,2019-07-30
ARWR,EOD/ARWR,Arrowhead Pharmaceuticals Inc.,NASDAQ,2019-07-30
ARYA,EOD/ARYA,ARYA Sciences Acquisition Corp.,NASDAQ,2019-07-30
ARYAU,EOD/ARYAU,ARYA Sciences Acquisition Corp. Unit,NASDAQ,2019-07-30
ARYAW,EOD/ARYAW,ARYA Sciences Acquisition Corp. Warrant,NASDAQ,2019-07-30
ASA,EOD/ASA,ASA Gold and Precious Metals Limited,NYSE,2019-07-30
ASB,EOD/ASB,Associated Banc-Corp,NASDAQ,2019-07-30
ASB.P.C,EOD/ASB_P_C,Associated Banc-Corp Depositary shares Series C,NYSE,2019-07-30
ASB.P.D,EOD/ASB_P_D,Associated Banc-Corp Depositary Shares Series D,NYSE,2019-07-30
ASB.P.E,EOD/ASB_P_E,Associated Banc-Corp Depositary Shares Series E,NYSE,2019-07-30
ASC,EOD/ASC,Ardmore Shipping Corporation,NYSE,2019-07-30
ASCMA,EOD/ASCMA,Ascent Capital Group Inc. Series A Common Stock,NASDAQ,2019-07-11
ASEA,EOD/ASEA,Global X FTSE Southeast Asia,NYSE Arca,2019-07-30
ASET,EOD/ASET,FlexShares Real Assets Allocation Index Fund,NASDAQ,2019-07-30
ASFI,EOD/ASFI,Asta Funding Inc.,NASDAQ,2019-07-30
ASG,EOD/ASG,Liberty All-Star Growth Fund Inc.,NYSE,2019-07-30
ASGN,EOD/ASGN,ASGN Incorporated,NYSE,2019-07-30
ASH,EOD/ASH,Ashland Global Holdings Inc.,NYSE,2019-07-30
ASHR,EOD/ASHR,Xtrackers Harvest CSI 300 China A-Shares,NYSE Arca,2019-07-30
ASHS,EOD/ASHS,Xtrackers Harvest CSI 500 China A-Shares Small Cap,NYSE Arca,2019-07-30
ASHX,EOD/ASHX,Xtrackers MSCI China A Inclusion Equity,NYSE Arca,2019-07-30
ASIX,EOD/ASIX,AdvanSix Inc.,NYSE,2019-07-30
ASLN,EOD/ASLN,ASLAN Pharmaceuticals Limited,NASDAQ,2019-07-30
ASM,EOD/ASM,Avino Silver & Gold Mines Ltd. (Canada),NYSE MKT,2019-07-30
ASMB,EOD/ASMB,Assembly Biosciences Inc.,NASDAQ,2019-07-30
ASML,EOD/ASML,ASML Holding N.V.,NASDAQ,2019-07-30
ASNA,EOD/ASNA,Ascena Retail Group Inc.,NASDAQ,2019-07-30
ASND,EOD/ASND,Ascendis Pharma A/S,NASDAQ,2019-07-30
ASPN,EOD/ASPN,Aspen Aerogels Inc.,NYSE,2019-07-30
ASPS,EOD/ASPS,Altisource Portfolio Solutions S.A.,NASDAQ,2019-07-30
ASPU,EOD/ASPU,Aspen Group Inc.,NASDAQ,2019-07-30
ASR,EOD/ASR,Grupo Aeroportuario del Sureste S.A. de C.V.,NYSE,2019-07-30
ASRT,EOD/DEPO,Assertio Therapeutics Inc.,NASDAQ,2019-07-30
ASRV,EOD/ASRV,AmeriServ Financial Inc.,NASDAQ,2019-07-30
ASRVP,EOD/ASRVP,AmeriServ Financial Inc. AmeriServ Financial Trust I,NASDAQ,2019-07-30
ASTC,EOD/ASTC,Astrotech Corporation,NASDAQ,2019-07-30
ASTE,EOD/ASTE,Astec Industries Inc.,NASDAQ,2019-07-30
ASUR,EOD/ASUR,Asure Software Inc,NASDAQ,2019-07-30
ASV,EOD/ASV,ASV Holdings Inc.,NASDAQ,2019-07-30
ASX,EOD/ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two),NYSE,2019-07-30
ASYS,EOD/ASYS,Amtech Systems Inc.,NASDAQ,2019-07-30
AT,EOD/AT,Atlantic Power Corporation (Canada),NYSE,2019-07-30
ATAI,EOD/ATAI,ATA Inc.,NASDAQ,2019-07-30
ATAX,EOD/ATAX,America First Multifamily Investors L.P.,NASDAQ,2019-07-30
ATEC,EOD/ATEC,Alphatec Holdings Inc.,NASDAQ,2019-07-30
ATEN,EOD/ATEN,A10 Networks Inc.,NYSE,2019-07-30
ATEST,EOD/ATEST,ATEST,NYSE MKT,2019-07-30
ATEST.C,EOD/ATEST_C,ATEST.C,NYSE MKT,2019-07-30
ATEST.G,EOD/ATEST_G,ATEST.G,NYSE MKT,2019-07-30
ATEX,EOD/PDVW,pdvWireless Inc.,NASDAQ,2019-07-30
ATGE,EOD/ATGE,Adtalem Global Education Inc.,NYSE,2019-07-30
ATH,EOD/ATH,Athene Holding Ltd. Class A,NYSE,2019-07-30
ATH.P.A,EOD/ATH_P_A,Athene Holding Ltd. Depositary Shares Series A,NYSE,2019-07-30
ATHE,EOD/PRAN,Alterity Therapeutics Limited,NASDAQ,2019-07-30
ATHM,EOD/ATHM,Autohome Inc. American Depositary Shares each representing one class A.,NYSE,2019-07-30
ATHX,EOD/ATHX,Athersys Inc.,NASDAQ,2019-07-30
ATI,EOD/ATI,Allegheny Technologies Incorporated,NYSE,2019-07-30
ATIF,EOD/ATIF,ATIF Holdings Limited,NASDAQ,2019-07-30
ATIS,EOD/ATIS,Attis Industries Inc.,NASDAQ,2019-07-30
ATISW,EOD/ATISW,Attis Industries Inc. Warrants,NASDAQ,2019-07-29
ATKR,EOD/ATKR,Atkore International Group Inc.,NYSE,2019-07-30
ATLC,EOD/ATLC,Atlanticus Holdings Corporation,NASDAQ,2019-07-30
ATLO,EOD/ATLO,Ames National Corporation,NASDAQ,2019-07-30
ATNI,EOD/ATNI,ATN International Inc.,NASDAQ,2019-07-30
ATNM,EOD/ATNM,Actinium Pharmaceuticals Inc. (Delaware),NYSE MKT,2019-07-30
ATNX,EOD/ATNX,Athenex Inc.,NASDAQ,2019-07-30
ATO,EOD/ATO,Atmos Energy Corporation,NYSE,2019-07-30
ATOM,EOD/ATOM,Atomera Incorporated,NASDAQ,2019-07-30
ATOS,EOD/ATOS,Atossa Genetics Inc.,NASDAQ,2019-07-30
ATR,EOD/ATR,AptarGroup Inc.,NYSE,2019-07-30
ATRA,EOD/ATRA,Atara Biotherapeutics Inc.,NASDAQ,2019-07-30
ATRC,EOD/ATRC,AtriCure Inc.,NASDAQ,2019-07-30
ATRI,EOD/ATRI,Atrion Corporation,NASDAQ,2019-07-30
ATRO,EOD/ATRO,Astronics Corporation,NASDAQ,2019-07-30
ATRS,EOD/ATRS,Antares Pharma Inc.,NASDAQ,2019-07-30
ATSG,EOD/ATSG,Air Transport Services Group Inc,NASDAQ,2019-07-30
ATTO,EOD/ATTO,Atento S.A.,NYSE,2019-07-30
ATU,EOD/ATU,Actuant Corporation,NYSE,2019-07-30
ATUS,EOD/ATUS,Altice USA Inc. Class A,NYSE,2019-07-30
ATV,EOD/ATV,Acorn International Inc. ADS,NYSE,2019-07-30
ATVI,EOD/ATVI,Activision Blizzard Inc,NASDAQ,2019-07-30
ATXI,EOD/ATXI,Avenue Therapeutics Inc.,NASDAQ,2019-07-30
AU,EOD/AU,AngloGold Ashanti Limited,NYSE,2019-07-30
AUB,EOD/UBSH,Atlantic Union Bankshares Corporation,NASDAQ,2019-07-30
AUBN,EOD/AUBN,Auburn National Bancorporation Inc.,NASDAQ,2019-07-30
AUDC,EOD/AUDC,AudioCodes Ltd.,NASDAQ,2019-07-30
AUG,EOD/AUG,Auryn Resources Inc.,NYSE MKT,2019-07-30
AUMN,EOD/AUMN,Golden Minerals Company,NYSE MKT,2019-07-30
AUO,EOD/AUO,AU Optronics Corp American Depositary Shares,NYSE,2019-07-30
AUPH,EOD/AUPH,Aurinia Pharmaceuticals Inc,NASDAQ,2019-07-30
AUSF,EOD/AUSF,Global X Funds Adaptive U.S. Factor,NYSE Arca,2019-07-30
AUTL,EOD/AUTL,Autolus Therapeutics plc,NASDAQ,2019-07-30
AUTO,EOD/AUTO,AutoWeb Inc.,NASDAQ,2019-07-30
AUY,EOD/AUY,Yamana Gold Inc. (Canada),NYSE,2019-07-30
AVA,EOD/AVA,Avista Corporation,NYSE,2019-07-30
AVAL,EOD/AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),NYSE,2019-07-30
AVAV,EOD/AVAV,AeroVironment Inc.,NASDAQ,2019-07-30
AVB,EOD/AVB,AvalonBay Communities Inc.,NYSE,2019-07-30
AVCO,EOD/AVCO,Avalon GloboCare Corp.,NASDAQ,2019-07-30
AVD,EOD/AVD,American Vanguard Corporation ($0.10 Par Value),NYSE,2019-07-30
AVDL,EOD/AVDL,Avadel Pharmaceuticals plc,NASDAQ,2019-07-30
AVDR,EOD/AVDR,Avedro Inc,NASDAQ,2019-07-30
AVEO,EOD/AVEO,AVEO Pharmaceuticals Inc.,NASDAQ,2019-07-30
AVGO,EOD/AVGO,Broadcom Inc.,NASDAQ,2019-07-30
AVGR,EOD/AVGR,Avinger Inc.,NASDAQ,2019-07-30
AVH,EOD/AVH,Avianca Holdings S.A. American Depositary Shares (Each representing 8 preferred Shares),NYSE,2019-07-30
AVID,EOD/AVID,Avid Technology Inc.,NASDAQ,2019-07-30
AVK,EOD/AVK,Advent Convertible and Income Fund,NYSE,2019-07-30
AVLR,EOD/AVLR,Avalara Inc.,NYSE,2019-07-30
